Code,Title,Question Body,Number of Answers,Maximum Score,Partial Scoring,Feedback,Grade Level,Difficulty Level,Options 1 type,Options 1 asset,Options 1 score,Options 2 type,Options 2 asset,Options 2 score,Options 3 type,Options 3 asset,Options 3 score,Options 4 type,Options 4 asset,Options 4 score,Related micro-concepts,Related micro-concepts,Related micro-concepts
q_w_q1380,Read the word,öååöå_öå_öå´,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1381,Read the word,öååöå_öå_öå_öåçöå_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1382,Read the word,öååö_öå¢öå_öå_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1383,Read the word,öååö_ˆöå£ö_ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1384,Read the word,öååö_ˆöå_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1385,Read the word,öå¬ö_†öåôöå_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1386,Read the word,öåÁö_†öå„,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1387,Read the word,öå_ö_öåÊ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1388,Read the word,öå_ö_öå_öåËöå_öå_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1389,Read the word,öåŸöå¬ö_óöåÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1390,Read the word,öåŸö_ˆöååöå_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1391,Read the word,öå_öå_öå_ö_ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1392,Read the word,öå_ö_€öå_ö_ô,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1324,Read the word,öÈ´öÈ_öÈ´öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1325,Read the word,öÈ´öÈ_öÈ´ö‚ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1326,Read the word,öÈ´ö‚‰öÈµö‚†,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1327,Read the word,öÈ´ö‚ˆöÈÁö‚ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1328,Read the word,öÈ_ö‚öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1329,Read the word,öÈ„öÈ_öÈ¬,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1330,Read the word,öÈ„öÈ_öÈ¿,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1331,Read the word,öÈ_öÈ´ö‚öÈÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1332,Read the word,öÈ_öÈ£öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1333,Read the word,öÈ_ö‚óöÈ´ö‚,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1334,Read the word,öÈìö‚óöÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1335,Read the word,öÈ_ö‚óöÈÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1336,Read the word,öÈ_öÈ_öÈ¢ö‚ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1337,Read the word,öÈ_öÈËöÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1338,Read the word,öÈ_ö‚óöÈµö‚†,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1339,Read the word,öÈ_ö‚‰öÈÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1340,Read the word,öÈÂöÈ_öÈ´,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1341,Read the word,öÈÂöÈ_öÈ¬,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1342,Read the word,öÈÈöÈ_ö‚,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1343,Read the word,öÈÈöÈ_öÈ£ö‚ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1344,Read the word,öÈÈö‚‰öÈ‰öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1345,Read the word,öÈÈö‚šöÈçö‚öÈ‰,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1346,Read the word,öÈ‚ö‚†öÈš,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1347,Read the word,öÈåö‚öÈÁöÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1348,Read the word,öÈ¬öÈ_öÈ_öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1349,Read the word,öÈ¬ö‚ˆöÈÂöÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1350,Read the word,öÈ¬ö‚†öÈì,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1351,Read the word,öÈ¬ö‚†öÈÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1352,Read the word,öÈÁöÈ_öÈ£ö‚ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1353,Read the word,öÈÁöÈ_öÈŸ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1354,Read the word,öÈÁö‚ˆöÈµöÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1355,Read the word,öÈ_ö‚šöÈ_öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1356,Read the word,öÈŸöÈ_öÈ¬öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1357,Read the word,öÈŸö‚‰öÈ‰öÈ¢,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1358,Read the word,öÈŸö‚ˆöÈµöÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1359,Read the word,öÈ_öÈ_öÈ«ö‚ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1324,Read the word,öÈ´öÈ_öÈ´öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1325,Read the word,öÈ´öÈ_öÈ´ö‚ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1326,Read the word,öÈ´ö‚‰öÈµö‚†,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1327,Read the word,öÈ´ö‚ˆöÈÁö‚ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1328,Read the word,öÈ_ö‚öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1329,Read the word,öÈ„öÈ_öÈ¬,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1330,Read the word,öÈ„öÈ_öÈ¿,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1331,Read the word,öÈ_öÈ´ö‚öÈÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1332,Read the word,öÈ_öÈ£öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1333,Read the word,öÈ_ö‚óöÈ´ö‚,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1334,Read the word,öÈìö‚óöÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1335,Read the word,öÈ_ö‚óöÈÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1336,Read the word,öÈ_öÈ_öÈ¢ö‚ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1337,Read the word,öÈ_öÈËöÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1338,Read the word,öÈ_ö‚óöÈµö‚†,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1339,Read the word,öÈ_ö‚‰öÈÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1340,Read the word,öÈÂöÈ_öÈ´,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1341,Read the word,öÈÂöÈ_öÈ¬,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1342,Read the word,öÈÈöÈ_ö‚,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1343,Read the word,öÈÈöÈ_öÈ£ö‚ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1344,Read the word,öÈÈö‚‰öÈ‰öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1345,Read the word,öÈÈö‚šöÈçö‚öÈ‰,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1346,Read the word,öÈ‚ö‚†öÈš,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1347,Read the word,öÈåö‚öÈÁöÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1348,Read the word,öÈ¬öÈ_öÈ_öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1349,Read the word,öÈ¬ö‚ˆöÈÂöÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1350,Read the word,öÈ¬ö‚†öÈì,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1351,Read the word,öÈ¬ö‚†öÈÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1352,Read the word,öÈÁöÈ_öÈ£ö‚ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1353,Read the word,öÈÁöÈ_öÈŸ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1354,Read the word,öÈÁö‚ˆöÈµöÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1355,Read the word,öÈ_ö‚šöÈ_öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1356,Read the word,öÈŸöÈ_öÈ¬öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1357,Read the word,öÈŸö‚‰öÈ‰öÈ¢,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1358,Read the word,öÈŸö‚ˆöÈµöÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1359,Read the word,öÈ_öÈ_öÈ«ö‚ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1286,Read the word,öÂ´öÂËöÂ_öÂ_öÂå,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1287,Read the word,öÂ´ö©ˆöÂ_öÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1288,Read the word,öÂ_ö©öÂÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1289,Read the word,öÂ_ö©ˆöÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1290,Read the word,öÂ„öÂ_öÂ£öÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1291,Read the word,öÂ_öÂ_öÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1292,Read the word,öÂôö©†öÂÈö©ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1293,Read the word,öÂ_öÂ_öÂÁöÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1294,Read the word,öÂ_ö©óöÂÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1295,Read the word,öÂ_ö©ˆöÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1296,Read the word,öÂ_öÂ_öÂ_ö©ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1297,Read the word,öÂ_öÂËöÂÂ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1298,Read the word,öÂ_ö©öÂ_ö©ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1299,Read the word,öÂ_ö©ö©±öÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1300,Read the word,öÂ_ö©‰öÂìöÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1301,Read the word,öÂÂöÂ_öÂ´öÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1302,Read the word,öÂÈöÂ_ö©ÁöÂ„,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1303,Read the word,öÂÈöÂ_öÂ£ö©ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1304,Read the word,öÂÈöÂ_öÂÁöÂ´,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1305,Read the word,öÂÈö©‰öÂÁöÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1306,Read the word,öÂÈö©‰ö©ìö©ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1307,Read the word,öÂÈö©šöÂÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1308,Read the word,öÂÈö©±öÂ_öÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
