identifier,rel:synonym,rel:hasAntonym,rel:hasHyponym,rel:hasMeronym,rel:hasHolonym,rel:hasHypernym,gloss,exampleSentences,pos,objectType
hi:S:00011669,"hi:W:000116691,hi:W:000116692,hi:W:000116693,hi:W:000116694,hi:W:000116695,hi:W:000116696,",,,,,, दीप आदि को जलाना,"माननीय अध्यक्ष ने समारोह का उद्घाटन करने के लिए दीप जलाया ।",Verb,Synset
hi:S:00011670,"hi:W:000116700,hi:W:000116701,hi:W:000116702,hi:W:000116703,",,,,,hi:S:00000492, फीते के समान एक लंबा वस्त्र जो कॉलर के नीचे तथा आगे की ओर गाँठ बाँधकर पहना जाता है,"टाई अंग्रेज़ी पहनावा है ।",Noun,Synset
hi:S:00011671,"hi:W:000116710,hi:W:000116711,hi:W:000116713,hi:W:000116714,hi:W:000116715,hi:W:000116716,hi:W:0001167111,hi:W:0001167112,",,hi:S:00032595,,,hi:S:00000183, अलंकृत करने या सजाने की क्रिया,"राजकुमार के राज्याभिषेक के अवसर पर सभी लोग राजमहल की सजावट में लगे हैं ।",Noun,Synset
hi:S:00011672,"",,,,,, धूप या क्रोध आदि के कारण चेहरा लाल होना,"क्रोध से बाबूजी का चेहरा तमतमा गया ।",Verb,Synset
hi:S:00011673,"hi:W:000116730,hi:W:000116731,hi:W:000116732,",,,,,hi:S:00001583, कोमलता,तीव्रता,उतार-चढ़ाव आदि से युक्त वह ध्वनि जो वाद्य यंत्रों को बजाने से निकलती है,"वाद्य स्वर संपूर्ण कलागृह में गूँज रहा है ।",Noun,Synset
hi:S:00011674,"hi:W:000116740,",,,,,hi:S:00001070, गले के अंदर का वह अवयव या अंश जिसकी सहायता या प्रयत्न से स्वर या शब्द निकलता है,"स्वरयंत्र से ही स्वर निकलता है ।",Noun,Synset
hi:S:00011675,"hi:W:000116750,hi:W:000116751,hi:W:000116752,hi:W:000116753,hi:W:000116754,hi:W:000116755,",,,,,hi:S:00003514, सिर नीचे करके उलट जाने या इसी प्रकार के अन्य काम करने की क्रिया,"गाँव में आए छोटे-छोटे कलाबाज़ कलाबाजियाँ दिखा रहे हैं ।",Noun,Synset
hi:S:00011676,"hi:W:000116763,hi:W:000116764,hi:W:000116765,hi:W:000116766,hi:W:000116767,hi:W:000116768,",,,,,hi:S:00000196, बहुत खाने वाला व्यक्ति,"रामानंद बहुत बड़ा पेटू है, वह एकबार में ढेर सारा खाना खा जाता है ।",Noun,Synset
hi:S:00011677,"hi:W:000116771,",,,,,hi:S:00000923, वह जो जोड़े या मिलाए ,"इन दोनों शहरों के बीच यह पुल एक योजक है ।",Noun,Synset
hi:S:00011678,"hi:W:000116781,",,,,,hi:S:00009967, व्याकरण में वह शब्द जो दो शब्दों अथवा वाक्यों के बीच में उन्हें जोड़ने के लिए आता है,"तथा, और आदि संयोजक हैं ।",Noun,Synset
hi:S:00011679,"hi:W:000116791,hi:W:000116792,hi:W:000116793,hi:W:000116794,hi:W:000116795,hi:W:000116796,",,,,,hi:S:00011681, शरीर की गठन या उसकी लंबाई, चौड़ाई, प्रकार, स्वरूप आदि,"वर की कद और काठी अच्छी है ।",Noun,Synset
hi:S:00011680,"hi:W:000116800,",,,,,, काठियावाड़ का या काठियावाड़ संबंधित,"उसने एक काठियावाड़ी घोड़ा खरीदा ।",Adjective,Synset
hi:S:00011681,"hi:W:000116815,",,hi:S:00011657,,,hi:S:00012149, बनने या बनाने का भाव या ढंग,"उसके शरीर की संरचना सुगठित है ।",Noun,Synset
hi:S:00011682,"hi:W:000116822,",,,,,hi:S:00004650, महुए का पका फल,"कोआ बहुत मीठा होता है ।",Noun,Synset
hi:S:00011683,"",,,hi:S:00007290,,hi:S:00000020, कटहल के फल का गुदे से लिपटा हुआ बीज,"मेरी बेटी को कोआ बहुत अच्छा लगता है ।",Noun,Synset
hi:S:00011684,"hi:W:000116840,hi:W:000116841,",,,,,hi:S:00000196, वितरण करने वाला या बाँटने वाला व्यक्ति,"सरकारी दुकान का वितरक चीनी कम तौल रहा था ।",Noun,Synset
hi:S:00011685,"",,,,,hi:S:00000196, वह जो किसी के अभिकर्ता के रूप में उसकी तैयार की हुई चीज़ें ग्राहकों या थोक व्यापारियों को देता है,"कपड़ा मिल मालिक को वितरकों की जरूरत है ।",Noun,Synset
hi:S:00011686,"",,,,,hi:S:00001627, एक ही प्रकार की उपयोगी और मूल्यवान वस्तुओं का वर्ग या समूह,"पहले अहीर की सम्पन्नता उसके गो धन से आँकी जाती थी ।",Noun,Synset
hi:S:00011687,"",,,,,hi:S:00001928, गणित में जोड़ का चिह्न,"इस गणित के प्रश्न में धन की जगह ऋण का चिह्न लगा है ।",Noun,Synset
hi:S:00011688,"hi:W:000116880,hi:W:000116881,hi:W:000116882,hi:W:000116883,hi:W:000116884,",,,,,, जिसकी अच्छी तरह रक्षा की गई हो,"आपका लड़का मेरे पास सुरक्षित है ।",Adjective,Synset
hi:S:00011689,"hi:W:000116891,",,,,,, जो ऐसी स्थिति में हो कि उसकी कोई हानि न हो सके,"अँधेरा होने से पहले ही हमलोग एक सुरक्षित स्थान पर पहुँच गये थे ।",Adjective,Synset
hi:S:00011690,"",,hi:S:00010659,,,hi:S:00003552, छोटा कमरा,"हमारे पुराने रसोई घर में पाँच खोलियाँ थीं ।",Noun,Synset
hi:S:00011691,"",,,,,hi:S:00001901, एक कमरे का छोटा घर,"मुम्बई में बहुत से लोग खोली में गुजर-बसर करते हैं ।",Noun,Synset
hi:S:00011692,"hi:W:000116920,hi:W:000116922,hi:W:000116923,hi:W:000116925,hi:W:000116926,hi:W:000116927,",,,,,, आकाश में चलने या विचरण करने वाला,"पक्षी नभचर प्राणी हैं ।",Adjective,Synset
hi:S:00011693,"hi:W:000116932,hi:W:000116933,hi:W:000116934,hi:W:000116936,",,,,,, जल में रहनेवाला,"मछली एक जलचर जीव है ।",Adjective,Synset
hi:S:00011694,"",,,,,hi:S:00001843, तुच्छ अथवा बहुत ही साधारण रूप से किया हुआ व्यवहार,"अपने काम के साथ खिलवाड़ नहीं करना चाहिए ।",Noun,Synset
hi:S:00011695,"hi:W:000116950,hi:W:000116953,hi:W:000116958,hi:W:000116959,",,,,,, पूरा का पूरा,"बैंगन भरता बनाने के लिए उसे पहले साबुत ही पका लेते हैं ।",Adjective,Synset
hi:S:00011696,"hi:W:000116960,hi:W:000116963,hi:W:000116964,",,,,,hi:S:00011002, लेख का वह पूर्व रूप जिसमें काट-छाँट या सुधार किया जाना हो,"मंत्रीजी के भाषण का प्रालेख तैयार है ।",Noun,Synset
hi:S:00011697,"hi:W:000116970,hi:W:000116971,",,,,,hi:S:00003345, वह काग़ज़ जिस पर कोई लेख या विवरण आदि लिखा हो,"बोर्ड परीक्षा में नकल करने के लिए बच्चे खर्रा बना रहे हैं ।",Noun,Synset
hi:S:00011698,"hi:W:000116980,hi:W:000116981,hi:W:000116982,",,,,,hi:S:00003562, एक जाति जो पानी भरने तथा डोली ढोने का काम करती है,"पूर्वी उत्तर प्रदेश में आज भी कहार जाति अपने पेशे में लगी हुई है ।",Noun,Synset
hi:S:00011699,"",,,,hi:S:00011698,hi:S:00000196, पानी भरने या डोली ढोने का काम करने वाला व्यक्ति,"कहारों का डोली ढोने का पेशा अब लगभग बंद हो गया है ।",Noun,Synset
hi:S:00011700,"",,,,,hi:S:00003051, मुसलमानों में वह धन-सम्पत्ति जो विवाह के समय वर पक्ष से वधू को मिलता है,"रजिया के निकाह में एक लाख रुपए महर तय हुआ ।",Noun,Synset
hi:S:00011701,"",,,,,, (लिखने में) पहले,"ऊपर कुछ उदाहरण दिए गए हैं ।",Adverb,Synset
hi:S:00011702,"hi:W:000117025,",,,,,, नियत मात्रा से अधिक या ज्यादा,"यह चीनी दस किलो से ऊपर है । / भाजीवाले ने एक किलो सब्जी तौलने के बाद ऊपर से डाला ।",Adverb,Synset
hi:S:00011703,"hi:W:000117030,",,,,,, देखने में,"रामू ऊपर से कितना सीधा लगता है, मगर है नहीं ।",Adverb,Synset
hi:S:00011704,"",,,,,, जिसका पहले उल्लेख हुआ हो उसके अतिरिक्त,"एक तो गलती करो ऊपर से रोओ ये भी कोई बात है !",Adverb,Synset
hi:S:00011705,"",,,,,, मिला या घुला हुआ,"शरबत में शर्करा विलीन है ।",Adjective,Synset
hi:S:00011706,"",,,,,, छिपा हुआ,"वैज्ञानिक जल-विलीन तत्वों की खोज कर रहे हैं ।",Adjective,Synset
hi:S:00011707,"hi:W:000117070,",,hi:S:00011713,,,hi:S:00004897, एक प्रकार का गाना,"श्यामू दादरा गा रहा है ।",Noun,Synset
hi:S:00011708,"hi:W:000117080,hi:W:000117083,hi:W:000117084,",,,,,hi:S:00000923, (ज़रूरत पड़ने पर काम आने के लिए ) किसी के पास रखी हुई दूसरे की वस्तु या द्रव्य,"आपकी धरोहर मेरे पास सुरक्षित है ।",Noun,Synset
hi:S:00011709,"hi:W:000117090,",,,,,, जो कहीं से किसी दूसरी जगह के लिए चल पड़ा हो,"दर्शन के लिए रवाना संत मंडली मंदिर पर पहुँच गई है ।",Adjective,Synset
hi:S:00011710,"",,,,,, भेजा हुआ,"सर्वेक्षण के लिए सरकार द्वारा रवाना दल यहाँ पहुँच गया है ।",Adjective,Synset
hi:S:00011711,"",,,,,hi:S:00001843, कठोर या सख़्त व्यवहार,"कभी-कभी पुलिस को अपराधियों के साथ सख्ती बरतनी पड़ती है ।",Noun,Synset
hi:S:00011712,"hi:W:000117124,",,,,,, जिसमें आर्द्रता या जलीय अंश सूखकर इतना कम हो या इतना कम बच रहा हो कि उसे सहज में मनमाना रूप न दिया जा सके या जो मुलायम न हो,"मोयन की कमी के कारण खुर्मा कड़ा हो गया है ।",Adjective,Synset
hi:S:00011713,"",,,,,hi:S:00011707, बिहारी बोली में गाया जाने वाला दादरा,"वह पूरबी गा रहा है ।",Noun,Synset
hi:S:00011714,"hi:W:000117140,hi:W:000117141,",,,,,, उस्तरे इत्यादि से बालों की सफाई होना,"पाँच मिनट में बच्चे का बाल मुँड़ गया ।",Verb,Synset
hi:S:00011715,"",,,,,, धोखे में आकर कुछ धन गँवाना,"आज हम एक ढोंगी साधु के हाथ मुड़ा गए ।",Verb,Synset
hi:S:00011716,"hi:W:000117160,hi:W:000117161,hi:W:000117162,hi:W:000117163,hi:W:000117164,hi:W:000117165,hi:W:000117167,hi:W:000117169,hi:W:0001171610,hi:W:0001171611,hi:W:0001171612,hi:W:0001171613,hi:W:0001171614,hi:W:0001171615,hi:W:0001171616,hi:W:0001171617,hi:W:0001171618,hi:W:0001171619,hi:W:0001171620,hi:W:0001171621,hi:W:0001171622,hi:W:0001171623,hi:W:0001171624,",,,hi:S:00012662,,hi:S:00002349, एक मझोले आकार का पेड़ जिसमें लाल फूल लगते हैं,"माली उपवन में गुड़हल लगा रहा है ।",Noun,Synset
hi:S:00011717,"",,hi:S:00038838,,,hi:S:00000744, आड़ करनेवाली कोई वस्तु,"एक कमरे को लकड़ी के बने जालीदार पर्दों से चार भागों में विभाजित किया गया है ।",Noun,Synset
hi:S:00011718,"",,,,,hi:S:00001543, विभाग या आड़ करने के लिए उठाई गई मकान आदि की दीवार,"लोग पर्दा फाँद कर बगीचे में घुस आए हैं ।",Noun,Synset
hi:S:00011719,"hi:W:000117192,",,,,,hi:S:00003730, स्त्रियों का बाहर निकलकर लोगों के सामने न होने की प्रथा,"आज भी हमारे यहाँ परदा का चलन है ।",Noun,Synset
hi:S:00011720,"",,,,,hi:S:00000689, परचून का काम,"सोहन परचूनी करके अपना जीविकोपार्जन करता है ।",Noun,Synset
hi:S:00011721,"hi:W:000117210,hi:W:000117211,",,,,,hi:S:00008579, जीविका चलाने के लिए धन अर्जित करने का कार्य,"किसान अपने जीविकोपार्जन के लिए खेती करता है ।",Noun,Synset
hi:S:00011722,"",,,,,, जिस पर कर या शुल्क लगाया जा सके,"सभी को अपनी आदेय सम्पत्ति का विवरण देना होगा ।",Adjective,Synset
hi:S:00011723,"",,,,,, जिस पर कर, शुल्क आदि लगाया गया हो,"तहसीलदार मेरी आदेय संपत्ति का लेखा-जोखा कर रहा है ।",Adjective,Synset
hi:S:00011724,"hi:W:000117241,hi:W:000117242,hi:W:000117243,hi:W:000117245,hi:W:000117247,hi:W:000117248,hi:W:000117249,hi:W:0001172410,hi:W:0001172412,hi:W:0001172413,hi:W:0001172414,hi:W:0001172415,hi:W:0001172416,hi:W:0001172417,hi:W:0001172418,hi:W:0001172420,hi:W:0001172421,",,,,,, जिसमें कोई दोष न हो,"मुझे आज तक कोई भी पूर्णतः निर्दोष व्यक्ति नहीं मिला ।",Adjective,Synset
hi:S:00011725,"hi:W:000117251,",,,,,hi:S:00000183, कोई बात जानने या समझने के लिए, अथवा परीक्षा, जाँच आदि के रूप में होनेवाली क्रिया अथवा उसका साधन,"हम प्रयोग करने के लिए प्रयोगशाला में गए ।",Noun,Synset
hi:S:00011726,"",,,,,, अंकित, मुद्रित या लिखित चिह्नों, वर्णों आदि को देखते हुए मन-ही-मन उनका अभिप्राय, अर्थ या आशय जानना और समझना,"हम यात्रा करते समय पत्र-पत्रिकाएँ पढ़ते हैं ।",Verb,Synset
hi:S:00011727,"hi:W:000117271,",,,,,, शिक्षा या ज्ञान प्राप्त करने के लिए ग्रंथ आदि कई बार देखना ,"परीक्षा से पूर्व उसने हर विषय को अच्छी तरह पढ़ा ।",Verb,Synset
hi:S:00011728,"",,,,,, किसी को सुनाने के लिए या ऐसे ही स्मरणशक्ति से या पुस्तक आदि से मंत्र, कविता आदि कहना,"जाह्नवी ने आदि शंकराचार्य का भजगोविन्दम् स्वामीजी के सामने पढ़ा ।",Verb,Synset
hi:S:00011729,"hi:W:000117295,hi:W:000117296,",,,,,hi:S:00000183, नौकर का काम,"इस घर की सेवा मैं पिछले बीस बरस से करता आया हूँ ।",Noun,Synset
hi:S:00011730,"hi:W:000117302,",,hi:S:00035203,,,hi:S:00012149, खाने-पीने की चीजों या किसी अन्य वस्तु को उपयोग में लाने की क्रिया ,"अधिक रक्तचाप से पीड़ित व्यक्ति को नियमित रूप से औषध का सेवन करना चाहिए ।",Noun,Synset
hi:S:00011731,"",,,,,hi:S:00011038, छः राई की एक तौल,"मेरे नाक की फूली का वजन एक जौ है ।",Noun,Synset
hi:S:00011732,"",,,,,hi:S:00003068, नाक या कान में पहनने का एक गहना,"भाभी के नाक की नई फूली बहुत अच्छी लग रही है ।",Noun,Synset
hi:S:00011733,"hi:W:000117330,hi:W:000117335,hi:W:000117336,hi:W:000117338,",,,,,hi:S:00000652, प्रखर होने की अवस्था या भाव,"विद्वानों की बुद्धि की प्रखरता सहज ही परखी जा सकती है ।",Noun,Synset
hi:S:00011734,"",,,hi:S:00004045,,hi:S:00003288, एक पौधा जिसके अनाज खाद्य के रूप में उपयोग होते हैं,"खेतों में गेहूँ लहलहा रहा है ।",Noun,Synset
hi:S:00011735,"hi:W:000117350,",,,,,, किसी की या किसी प्रकार की सेवा करनेवाला,"अन्ना हजारे समाज सेवी हैं ।",Adjective,Synset
hi:S:00011736,"hi:W:000117362,hi:W:000117363,hi:W:000117364,hi:W:000117365,hi:W:000117366,",,,,,hi:S:00007503, खान में काम करनेवाला मज़दूर,"खान के मुँह में पानी भर जाने के कारण कुछ खनिक खान के भीतर ही रह गए हैं ।",Noun,Synset
hi:S:00011737,"hi:W:000117371,",,,,,hi:S:00003860, काम में आने की योग्यता,"वस्तुओं की उपयोगिता के अनुरूप ही हम उनका चयन करते हैं ।",Noun,Synset
hi:S:00011738,"hi:W:000117381,",,,,,hi:S:00000652, उपयोग में आने की अवस्था या भाव,"जन उपयोगिता को ध्यान में रखकर ही सुलभ शौचालय का निर्माण किया गया है ।",Noun,Synset
hi:S:00011739,"hi:W:000117390,hi:W:000117391,hi:W:000117392,hi:W:000117393,",,,,,, अच्छी तरह देख भाल कर,"किसी भी वस्तु को खरीदने से पहले उसे जाँच-परखकर लेनी चाहिए ।",Adverb,Synset
hi:S:00011740,"hi:W:000117400,hi:W:000117401,hi:W:000117402,hi:W:000117403,hi:W:000117404,hi:W:000117405,",,,,,hi:S:00006522, लोगों को मार-पीट कर उनका धन छीनने की क्रिया,"डाकुओं ने ठाकुर के घर में घुसकर बहुत लूटमार की ।",Noun,Synset
hi:S:00011741,"",,,,,, किसी से जबरदस्ती या डरा-धमकाकर उसकी कोई वस्तु ले लेना,"इस सड़क पर लुटेरे राहगीरों को लूटते हैं ।",Verb,Synset
hi:S:00011742,"",,,,,, अनुचित रूप से लेना,"आजकल बच्चों को दाखिला देने के लिए डोनेशन के नाम पर शिक्षण संस्थाएँ लूट रही हैं ।",Verb,Synset
hi:S:00011743,"",,,,,, बहुत दाम लेना,"आज-कल के दूकानदार ग्राहकों को लूट रहे हैं ।",Verb,Synset
hi:S:00011744,"",,,,,, किसी को अपनी ओर आकर्षित करना,"एक नवयौवना की अदाओं ने हमें लूट लिया ।",Verb,Synset
hi:S:00011745,"hi:W:000117452,hi:W:000117453,",,hi:S:00032696,,,hi:S:00005207, कच्चा, अखंड चावल जो देवताओं पर चढ़ाया जाता है या मंगल कार्यों में उपयोग होता है,"सरिता प्रतिदिन शिवजी की पूजा अक्षत,बेलपत्र आदि से करती है ।",Noun,Synset
hi:S:00011747,"hi:W:000117472,",,,,,, मानसिक कष्ट या पीड़ा होना,"मेरे बेटे का इस तरह बिना बताये घर से चले जाना मुझे अब तक सालता है ।",Verb,Synset
hi:S:00011748,"hi:W:000117480,hi:W:000117481,",,,,,hi:S:00003136, सोने की जगह पर सिर की ओर का भाग,"वह चारपाई पर मेरे सिरहाने बैठ गयी ।",Noun,Synset
hi:S:00011749,"hi:W:000117490,hi:W:000117491,hi:W:000117492,",,,,,, जो बराबर मनन या चिन्तन करता रहता हो,"साधु-महात्मा मननशील होते हैं ।",Adjective,Synset
hi:S:00011750,"",,,,,, लकड़ी आदि में छेद करके दूसरी लकड़ी का सिरा उसमें घुसाना या प्रविष्ट कराना,"बढ़ई खाट बनाने के लिए एक लकड़ी को दूसरी लकड़ी में सालता है ।",Verb,Synset
hi:S:00011751,"hi:W:000117511,hi:W:000117512,hi:W:000117513,",,,,,, किसी वस्तु का नुकीले औजार आदि से वेधन करना,"बढ़ई ने मेज बनाने के लिए कुछ लकड़ियों को छेदा ।",Verb,Synset
hi:S:00011752,"hi:W:000117520,hi:W:000117521,hi:W:000117522,hi:W:000117523,",,,,,hi:S:00000020, एक प्रकार की सोंधी और खस्ता मिठाई जो गोल और चपटी होती है,"नानखताई भट्टी में सेंकी जाती है ।",Noun,Synset
hi:S:00011753,"hi:W:000117530,",,,,,hi:S:00002997, रोटियाँ पकाकर बेचने वाला व्यक्ति,"नानबाई से हम रोज दस नान मँगाते हैं ।",Noun,Synset
hi:S:00011754,"hi:W:000117546,",,,,,hi:S:00000652, कड़ुआ होने की अवस्था या भाव,"खटाई डालने से करेले की कड़ुआहट कम हो जाती है ।",Noun,Synset
hi:S:00011755,"",,,,,, जिसकी प्रकृति अच्छी न हो या जो भला न लगे (वचन),"उसकी कड़वी बोली किसी को अच्छी नहीं लगती ।",Adjective,Synset
hi:S:00011756,"hi:W:000117560,hi:W:000117561,hi:W:000117562,hi:W:000117563,",,,,,hi:S:00000652, तुतलाने की अवस्था,"नन्हें बच्चों की तुतलाहट अच्छी लगती है ।",Noun,Synset
hi:S:00011757,"hi:W:000117570,hi:W:000117571,hi:W:000117572,hi:W:000117573,hi:W:000117574,",,,,,, तुतलाकर बोलनेवाला,"तोतले बच्चे की बात मैं समझ नहीं पा रहा था ।",Adjective,Synset
hi:S:00011758,"",,,,,hi:S:00000196, अस्पष्ट बोलनेवाला व्यक्ति,"तोतलों में हीन भावना आ जाती है ।",Noun,Synset
hi:S:00011759,"hi:W:000117590,",,,,,hi:S:00011760, पान के पौधों का भीटा,"कुछ लोग पनवारी में पान तोड़ रहे हैं ।",Noun,Synset
hi:S:00011760,"hi:W:000117600,hi:W:000117601,",,hi:S:00011759,,,hi:S:00012554, टीले की तरह बनाई हुई वह ढलुआँ ऊँची ज़मीन जिस पर पान के पौधे लगाए जाते हैं,"किसान नए पौधे लगाने के लिए भीटे को खोद रहा है ।",Noun,Synset
hi:S:00011761,"hi:W:000117610,",,,,,hi:S:00004729, वह खेत जिसमें केवल रबी की फसल होती है,"मैंने पाँच एकड़ भीठे को ठेके पर दिया है ।",Noun,Synset
hi:S:00011762,"hi:W:000117620,hi:W:000117621,hi:W:000117622,hi:W:000117623,hi:W:000117624,hi:W:000117625,hi:W:000117626,hi:W:000117627,",,,,,hi:S:00001758, किसी की जय मनाने की क्रिया,"मंत्रीजी के चुनाव जीतते ही लोग उनकी जयकार करने लगे ।",Noun,Synset
hi:S:00011763,"hi:W:000117634,",,,,,, वह जो शुभ या अच्छा हो,"शुभ कार्य की शुरुआत करने में देर नहीं होनी चाहिए ।",Adjective,Synset
hi:S:00011764,"hi:W:000117644,",,,,,, जिसे जानकारी हो,"इस काम को किसी जानकार आदमी को सौंपिए ।",Adjective,Synset
hi:S:00011765,"hi:W:000117650,hi:W:000117651,",,,,,, जो नियंत्रण या काबू में न हो,"घुड़सवार ने बेक़ाबू घोड़े की लगाम जोर से खींची ।",Adjective,Synset
hi:S:00011766,"hi:W:000117661,hi:W:000117663,hi:W:000117664,hi:W:000117665,hi:W:000117666,hi:W:000117667,hi:W:000117668,hi:W:000117669,hi:W:0001176610,hi:W:0001176611,",,,,,, जिसका दबदबा या प्रभाव हो,"प्रभावशाली ठाकुर को गाँव के सभी लोग सम्मान देते हैं ।",Adjective,Synset
hi:S:00011767,"hi:W:000117670,hi:W:000117671,hi:W:000117673,hi:W:000117674,hi:W:000117675,hi:W:000117676,hi:W:000117677,hi:W:0001176711,hi:W:0001176712,hi:W:0001176713,hi:W:0001176714,hi:W:0001176715,hi:W:0001176718,",,hi:S:00013298,,,hi:S:00000652, अक्खड़ होने की अवस्था या भाव,"हँसकर टाल देने से उसका अक्खड़पन बढ़ता ही जा रहा है ।",Noun,Synset
hi:S:00011768,"hi:W:000117680,hi:W:000117681,hi:W:000117682,hi:W:000117683,hi:W:000117684,hi:W:000117685,hi:W:000117686,hi:W:000117687,",,,,,hi:S:00000652, वह व्यवस्था जिसमें कमियाँ हों या जो ठीक न हो,"विवाह में कुव्यवस्था देख बाराती भड़क उठे ।",Noun,Synset
hi:S:00011769,"hi:W:000117690,hi:W:000117691,hi:W:000117692,hi:W:000117693,hi:W:000117694,hi:W:000117695,hi:W:000117696,hi:W:000117697,",,hi:S:00000015,,,hi:S:00003386, पोषण के लिए आवश्यक तत्व,"पोषक तत्वों की कमी से कई तरह के रोग होते हैं, जैसे आयोडिन की कमी से घेंघा रोग ।",Noun,Synset
hi:S:00011770,"hi:W:000117701,hi:W:000117702,hi:W:000117703,",,,,,hi:S:00012149, पुष्ट या पक्का करने की क्रिया,"भोजन से हमारे शरीर का पोषण होता है ।",Noun,Synset
hi:S:00011772,"hi:W:000117720,",,,,,hi:S:00002963, विभक्त होकर नष्ट हो जाने की क्रिया,"मृत्यु पश्चात् इस शरीर का अपघटन हो जाता है ।",Noun,Synset
hi:S:00011773,"",,,,,hi:S:00012149, अपने अवयवों में विभक्त होने की क्रिया,"पानी का अपघटन ऑक्सीजन और हाइड्रोजन के रूप में होता है ।",Noun,Synset
hi:S:00011774,"",,,,,, जिसके तैयार होने में कसर हो या जिसे तैयार करने के लिए कुछ प्रक्रियाएँ करनी पड़े,"ज्यादातर कम्पनियाँ कच्चा माल आयात करती हैं ।",Adjective,Synset
hi:S:00011775,"hi:W:000117750,hi:W:000117751,",,,,,hi:S:00004370, ज्यों का त्यों कहा जानेवाला भीतरी हाल या लेखा,"स्टैम्प घोटाला के अपराधियों के पकड़े जाते ही उनकी कार्यविधि का कच्चा चिट्ठा सबके सामने आ गया ।",Noun,Synset
hi:S:00011776,"",,hi:S:00004643,,,hi:S:00011815, आय, व्यय आदि का वह लेखा जो अभी कार्यालय से पूरी तरह जाँचा न गया हो,"इस वर्ष के बज़ट का कच्चा चिट्ठा तैयार हो चुका है ।",Noun,Synset
hi:S:00011778,"hi:W:000117780,",,,,,hi:S:00005375, पशुओं की हत्या करने का कसाइयों का छुरा,"कसाई ने बुगदे से बकरी के गले पर वार किया ।",Noun,Synset
hi:S:00011779,"hi:W:000117790,hi:W:000117792,",,,,,hi:S:00001070, योनि का अगला भाग,"स्त्रियों का खतना करते समय मणि को काट दिया जाता है ।",Noun,Synset
hi:S:00011780,"hi:W:000117803,",,,,,hi:S:00001070, लिंग का अग्र भाग,"मुसलमानों में मणि की त्वचा को काटने का रिवाज़ है ।",Noun,Synset
hi:S:00011781,"hi:W:000117810,",,,,,hi:S:00000652, सामंजस्य होने की अवस्था या भाव,"प्रदूषण से प्रकृति की सामंजस्यता प्रभावित होती है ।",Noun,Synset
hi:S:00011782,"hi:W:000117820,hi:W:000117821,hi:W:000117822,hi:W:000117823,",,,,,hi:S:00003345, सोने, चाँदी आदि का बहुत पतला पत्तर,"मिठाइयों को चाँदी का वरक़ लगाकर सजाया गया है ।",Noun,Synset
hi:S:00011783,"",,,,,hi:S:00003461, पुरुषों के लिए एक सम्बोधन,"भाई साहब, क्या मैं आपकी सहायता कर सकता हूँ ?",Noun,Synset
hi:S:00011784,"hi:W:000117840,",,,,,hi:S:00000089, बराबर मात्रा,"घी और शहद को समानुपात में मिलाकर बनाया गया मिश्रण विषाक्त होता है ।",Noun,Synset
hi:S:00011785,"",,,,,hi:S:00002892, किसी विषय की सब बातों का विवेचन,"पुस्तक के अन्तिम पन्ने में अनुबंध लिखा हुआ है ।",Noun,Synset
hi:S:00011786,"hi:W:000117864,",,,,,hi:S:00002761, किसी विशेष कारणवश रहने या ठहरने की जगह,"यह चौराहा भिखारियों का अड्डा है ।",Noun,Synset
hi:S:00011787,"hi:W:000117871,hi:W:000117872,hi:W:000117873,",,,,hi:S:00000401,hi:S:00000395, ताल देने का एक बाजा जो काठ के खोखले कूंड पर चमड़ा मढ़ कर बनाया जाता है और जिसका मुँह बाँयें की अपेक्षा कम चौड़ा होता है,"तबलची तबला कस रहा है ।",Noun,Synset
hi:S:00011788,"hi:W:000117880,hi:W:000117881,hi:W:000117882,",,,,,hi:S:00000269, स्मरण रखने की शक्ति,"इस अधिकारी की स्मरण शक्ति बहुत कमज़ोर है ।",Noun,Synset
hi:S:00011789,"hi:W:000117892,hi:W:000117893,hi:W:000117895,",,,,,, शरीर के उस ओर का जो किसी के पूर्व की तरफ मुँह करके खड़े होने की अवस्था में दक्षिण की ओर हो,"मेरा दायाँ अंग फड़क रहा है ।",Adjective,Synset
hi:S:00011790,"hi:W:000117900,hi:W:000117901,",,,,,, अपने विवाहित पति को छोड़कर स्त्री का पर-पुरुष के साथ भाग जाना,"सीमा अपने ड्राइवर के साथ उढ़र गई ।",Verb,Synset
hi:S:00011791,"hi:W:000117913,hi:W:000117914,",,hi:S:00033060,,,hi:S:00001627, क्रय-विक्रय की वस्तुएँ,"वह माल खरीदने गया है ।",Noun,Synset
hi:S:00011792,"hi:W:000117920,hi:W:000117921,hi:W:000117922,",,,,,, जो वेद, ईश्वर और परलोक आदि पर विश्वास रखता हो,"सच्चे हिंदू आस्तिक होते हैं ।",Adjective,Synset
hi:S:00011793,"hi:W:000117930,hi:W:000117931,hi:W:000117932,hi:W:000117933,",,,,,hi:S:00001723, वेद, ईश्वर और परलोक आदि में विश्वास,"दुखी मन आस्तिकता का सहारा लेकर संबल प्राप्त करता है ।",Noun,Synset
hi:S:00011794,"hi:W:000117940,hi:W:000117941,hi:W:000117942,hi:W:000117943,",hi:S:00011796,hi:S:00033007,,,hi:S:00000196, ईश्वर के अस्तित्व को न मानने वाला व्यक्ति,"नास्तिकों को धर्म की बात बताना बहुत मुश्किल होता है ।",Noun,Synset
