Code,Title,,Leave these 3 columns blank,,,Template,Template ID,Number of Answers,Maximum Score,Partial Scoring,Feedback,Grade Grade,Difficulty Level,Keywords,Options 1 asset,Options 1 answer,Options 2 asset,Options 2 answer,Options 3 asset,Options 3 answer,Options 4 asset,Options 4 answer,,,,,,
ek.n.ib.en.ad.AM.185,Double Digit Addition - Without Carry (Add),Add 33 and 65,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",98,Yes,32,No,100,No,34,No,66,2,64,68,2,66
ek.n.ib.en.ad.AM.186,Double Digit Addition - Without Carry (Add),Add 41 and 38,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",79,Yes,3,No,83,No,31,No,76,4,48,80,28,52
ek.n.ib.en.ad.AM.187,Double Digit Addition - Without Carry (Add),Add 26 and 70,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",96,Yes,44,No,100,No,68,No,52,4,28,56,24,32
ek.n.ib.en.ad.AM.188,Double Digit Addition - Without Carry (Add),Add 34 and 64,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",98,Yes,30,No,101,No,77,No,68,3,21,71,47,24
ek.n.ib.en.ad.AM.189,Double Digit Addition - Without Carry (Add),Add 51 and 47,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",98,Yes,4,No,96,No,82,No,94,2,16,92,78,14
ek.n.ib.en.ad.AM.190,Double Digit Addition - Without Carry (Add),Add 47 and 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",57,Yes,37,No,54,No,72,No,20,3,15,17,35,18
ek.n.ib.en.ad.AM.191,Double Digit Addition - Without Carry (Add),Add 16 and 82,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",98,Yes,66,No,96,No,21,No,32,2,77,30,45,75
ek.n.ib.en.ad.AM.192,Double Digit Addition - Without Carry (Add),Add 34 and 22,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",56,Yes,12,No,52,No,14,No,44,4,42,40,2,38
ek.n.ib.en.ad.AM.193,Double Digit Addition - Without Carry (Add),Add 47 and 11,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",58,Yes,36,No,60,No,96,No,22,2,38,24,60,36
ek.n.ib.en.ad.AN.1,Double Digit Addition - With Carry (Add),Add 68 and 16,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",84,Yes,74,No,714,No,97,No,10,630,13,640,23,617
ek.n.ib.en.ad.AN.2,Double Digit Addition - With Carry (Add),Add 76 and 15,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",91,Yes,81,No,811,No,49,No,10,720,42,730,32,762
ek.n.ib.en.ad.AN.3,Double Digit Addition - With Carry (Add),Add 27 and 18,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",45,Yes,35,No,315,No,93,No,10,270,48,280,58,222
ek.n.ib.en.ad.AN.4,Double Digit Addition - With Carry (Add),Add 65 and 28,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",93,Yes,83,No,813,No,49,No,10,720,44,730,34,764
ek.n.ib.en.ad.AN.5,Double Digit Addition - With Carry (Add),Add 27 and 56,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",83,Yes,73,No,713,No,26,No,10,630,57,640,47,687
ek.n.ib.en.ad.AN.6,Double Digit Addition - With Carry (Add),Add 27 and 43,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",70,Yes,60,No,610,No,23,No,10,540,47,550,37,587
ek.n.ib.en.ad.AN.7,Double Digit Addition - With Carry (Add),Add 47 and 26,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",73,Yes,63,No,613,No,25,No,10,540,48,550,38,588
ek.n.ib.en.ad.AN.8,Double Digit Addition - With Carry (Add),Add 53 and 37,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",90,Yes,80,No,810,No,63,No,10,720,27,730,17,747
ek.n.ib.en.ad.AN.9,Double Digit Addition - With Carry (Add),Add 68 and 25,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",93,Yes,83,No,813,No,70,No,10,720,23,730,13,743
ek.n.ib.en.ad.AN.10,Double Digit Addition - With Carry (Add),Add 25 and 59,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",84,Yes,74,No,714,No,73,No,10,630,11,640,1,641
ek.n.ib.en.ad.AN.11,Double Digit Addition - With Carry (Add),Add 62 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",81,Yes,71,No,711,No,68,No,10,630,13,640,3,643
ek.n.ib.en.ad.AN.12,Double Digit Addition - With Carry (Add),Add 61 and 29,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",90,Yes,80,No,810,No,87,No,10,720,3,730,7,723
ek.n.ib.en.ad.AN.13,Double Digit Addition - With Carry (Add),Add 66 and 18,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",84,Yes,74,No,714,No,20,No,10,630,64,640,54,694
ek.n.ib.en.ad.AN.14,Double Digit Addition - With Carry (Add),Add 63 and 27,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",90,Yes,80,No,810,No,27,No,10,720,63,730,53,783
ek.n.ib.en.ad.AN.15,Double Digit Addition - With Carry (Add),Add 75 and 17,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",92,Yes,82,No,812,No,10,No,10,720,82,730,72,802
ek.n.ib.en.ad.AN.16,Double Digit Addition - With Carry (Add),Add 38 and 13,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",51,Yes,41,No,411,No,15,No,10,360,36,370,26,396
ek.n.ib.en.ad.AN.17,Double Digit Addition - With Carry (Add),Add 21 and 49,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",70,Yes,60,No,610,No,47,No,10,540,23,550,13,563
ek.n.ib.en.ad.AN.18,Double Digit Addition - With Carry (Add),Add 49 and 37,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",86,Yes,76,No,716,No,34,No,10,630,52,640,42,682
ek.n.ib.en.ad.AN.19,Double Digit Addition - With Carry (Add),Add 37 and 45,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",82,Yes,72,No,712,No,65,No,10,630,17,640,7,647
ek.n.ib.en.ad.AN.20,Double Digit Addition - With Carry (Add),Add 42 and 18,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",60,Yes,50,No,510,No,36,No,10,450,24,460,14,474
ek.n.ib.en.ad.AN.21,Double Digit Addition - With Carry (Add),Add 77 and 14,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",91,Yes,81,No,811,No,33,No,10,720,58,730,48,778
ek.n.ib.en.ad.AN.22,Double Digit Addition - With Carry (Add),Add 39 and 32,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",71,Yes,61,No,611,No,84,No,10,540,13,550,23,527
ek.n.ib.en.ad.AN.23,Double Digit Addition - With Carry (Add),Add 44 and 48,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",92,Yes,82,No,812,No,84,No,10,720,8,730,2,728
ek.n.ib.en.ad.AN.24,Double Digit Addition - With Carry (Add),Add 54 and 38,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",92,Yes,82,No,812,No,34,No,10,720,58,730,48,778
ek.n.ib.en.ad.AN.25,Double Digit Addition - With Carry (Add),Add 25 and 57,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",82,Yes,72,No,712,No,49,No,10,630,33,640,23,663
ek.n.ib.en.ad.AN.26,Double Digit Addition - With Carry (Add),Add 12 and 58,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",70,Yes,60,No,610,No,53,No,10,540,17,550,7,557
ek.n.ib.en.ad.AN.27,Double Digit Addition - With Carry (Add),Add 47 and 35,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",82,Yes,72,No,712,No,35,No,10,630,47,640,37,677
ek.n.ib.en.ad.AN.28,Double Digit Addition - With Carry (Add),Add 38 and 48,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",86,Yes,76,No,716,No,14,No,10,630,72,640,62,702
ek.n.ib.en.ad.AN.29,Double Digit Addition - With Carry (Add),Add 41 and 49,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",90,Yes,80,No,810,No,69,No,10,720,21,730,11,741
ek.n.ib.en.ad.AN.30,Double Digit Addition - With Carry (Add),Add 72 and 18,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",90,Yes,80,No,810,No,15,No,10,720,75,730,65,795
ek.n.ib.en.ad.AN.31,Double Digit Addition - With Carry (Add),Add 14 and 18,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",32,Yes,22,No,212,No,25,No,10,180,7,190,3,187
ek.n.ib.en.ad.AN.32,Double Digit Addition - With Carry (Add),Add 63 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",82,Yes,72,No,712,No,27,No,10,630,55,640,45,685
ek.n.ib.en.ad.AN.33,Double Digit Addition - With Carry (Add),Add 15 and 56,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",71,Yes,61,No,611,No,21,No,10,540,50,550,40,590
ek.n.ib.en.ad.AN.34,Double Digit Addition - With Carry (Add),Add 14 and 68,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",82,Yes,72,No,712,No,37,No,10,630,45,640,35,675
ek.n.ib.en.ad.AN.35,Double Digit Addition - With Carry (Add),Add 19 and 42,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",61,Yes,51,No,511,No,25,No,10,450,36,460,26,486
ek.n.ib.en.ad.AN.36,Double Digit Addition - With Carry (Add),Add 74 and 16,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",90,Yes,80,No,810,No,24,No,10,720,66,730,56,786
ek.n.ib.en.ad.AN.37,Double Digit Addition - With Carry (Add),Add 59 and 27,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",86,Yes,76,No,716,No,94,No,10,630,8,640,18,622
ek.n.ib.en.ad.AN.38,Double Digit Addition - With Carry (Add),Add 32 and 28,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",60,Yes,50,No,510,No,49,No,10,450,11,460,1,461
ek.n.ib.en.ad.AN.39,Double Digit Addition - With Carry (Add),Add 35 and 58,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",93,Yes,83,No,813,No,48,No,10,720,45,730,35,765
ek.n.ib.en.ad.AN.40,Double Digit Addition - With Carry (Add),Add 65 and 29,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",94,Yes,84,No,814,No,62,No,10,720,32,730,22,752
ek.n.ib.en.ad.AN.41,Double Digit Addition - With Carry (Add),Add 33 and 18,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",51,Yes,41,No,411,No,67,No,10,360,16,370,26,344
ek.n.ib.en.ad.AN.42,Double Digit Addition - With Carry (Add),Add 69 and 27,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",96,Yes,86,No,816,No,64,No,10,720,32,730,22,752
ek.n.ib.en.ad.AN.43,Double Digit Addition - With Carry (Add),Add 64 and 26,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",90,Yes,80,No,810,No,67,No,10,720,23,730,13,743
ek.n.ib.en.ad.AN.44,Double Digit Addition - With Carry (Add),Add 69 and 22,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",91,Yes,81,No,811,No,84,No,10,720,7,730,3,727
ek.n.ib.en.ad.AN.45,Double Digit Addition - With Carry (Add),Add 72 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",91,Yes,81,No,811,No,94,No,10,720,3,730,13,717
ek.n.ib.en.ad.AN.46,Double Digit Addition - With Carry (Add),Add 39 and 49,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",88,Yes,78,No,718,No,57,No,10,630,31,640,21,661
ek.n.ib.en.ad.AN.47,Double Digit Addition - With Carry (Add),Add 35 and 39,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",74,Yes,64,No,614,No,13,No,10,540,61,550,51,601
ek.n.ib.en.ad.AN.48,Double Digit Addition - With Carry (Add),Add 43 and 47,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",90,Yes,80,No,810,No,27,No,10,720,63,730,53,783
ek.n.ib.en.ad.AN.49,Double Digit Addition - With Carry (Add),Add 77 and 13,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",90,Yes,80,No,810,No,55,No,10,720,35,730,25,755
ek.n.ib.en.ad.AN.50,Double Digit Addition - With Carry (Add),Add 47 and 46,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",93,Yes,83,No,813,No,68,No,10,720,25,730,15,745
ek.n.ib.en.ad.AN.51,Double Digit Addition - With Carry (Add),Add 34 and 37,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",71,Yes,61,No,611,No,57,No,10,540,14,550,4,554
ek.n.ib.en.ad.AN.52,Double Digit Addition - With Carry (Add),Add 37 and 33,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",70,Yes,60,No,610,No,64,No,10,540,6,550,4,546
ek.n.ib.en.ad.AN.53,Double Digit Addition - With Carry (Add),Add 39 and 53,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",92,Yes,82,No,812,No,18,No,10,720,74,730,64,794
ek.n.ib.en.ad.AN.54,Double Digit Addition - With Carry (Add),Add 48 and 32,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",80,Yes,70,No,710,No,17,No,10,630,63,640,53,693
ek.n.ib.en.ad.AN.55,Double Digit Addition - With Carry (Add),Add 74 and 18,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",92,Yes,82,No,812,No,74,No,10,720,18,730,8,738
ek.n.ib.en.ad.AN.56,Double Digit Addition - With Carry (Add),Add 49 and 47,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",96,Yes,86,No,816,No,24,No,10,720,72,730,62,792
ek.n.ib.en.ad.AN.57,Double Digit Addition - With Carry (Add),Add 37 and 56,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",93,Yes,83,No,813,No,66,No,10,720,27,730,17,747
ek.n.ib.en.ad.AN.58,Double Digit Addition - With Carry (Add),Add 52 and 39,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",91,Yes,81,No,811,No,69,No,10,720,22,730,12,742
ek.n.ib.en.ad.AN.59,Double Digit Addition - With Carry (Add),Add 51 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",70,Yes,60,No,610,No,76,No,10,540,6,550,16,534
ek.n.ib.en.ad.AN.60,Double Digit Addition - With Carry (Add),Add 44 and 39,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",83,Yes,73,No,713,No,63,No,10,630,20,640,10,650
ek.n.ib.en.ad.AN.61,Double Digit Addition - With Carry (Add),Add 58 and 17,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",75,Yes,65,No,615,No,60,No,10,540,15,550,5,555
ek.n.ib.en.ad.AN.62,Double Digit Addition - With Carry (Add),Add 36 and 45,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",81,Yes,71,No,711,No,58,No,10,630,23,640,13,653
ek.n.ib.en.ad.AN.63,Double Digit Addition - With Carry (Add),Add 51 and 39,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",90,Yes,80,No,810,No,83,No,10,720,7,730,3,727
ek.n.ib.en.ad.AN.64,Double Digit Addition - With Carry (Add),Add 43 and 28,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",71,Yes,61,No,611,No,70,No,10,540,1,550,9,541
ek.n.ib.en.ad.AN.65,Double Digit Addition - With Carry (Add),Add 27 and 49,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",76,Yes,66,No,616,No,68,No,10,540,8,550,2,548
ek.n.ib.en.ad.AN.66,Double Digit Addition - With Carry (Add),Add 62 and 28,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",90,Yes,80,No,810,No,49,No,10,720,41,730,31,761
ek.n.ib.en.ad.AN.67,Double Digit Addition - With Carry (Add),Add 24 and 27,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",51,Yes,41,No,411,No,27,No,10,360,24,370,14,384
ek.n.ib.en.ad.AN.68,Double Digit Addition - With Carry (Add),Add 23 and 18,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",41,Yes,31,No,311,No,69,No,10,270,28,280,38,242
ek.n.ib.en.ad.AN.69,Double Digit Addition - With Carry (Add),Add 36 and 54,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",90,Yes,80,No,810,No,88,No,10,720,2,730,8,722
ek.n.ib.en.ad.AN.70,Double Digit Addition - With Carry (Add),Add 46 and 27,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",73,Yes,63,No,613,No,19,No,10,540,54,550,44,594
ek.n.ib.en.ad.AN.71,Double Digit Addition - With Carry (Add),Add 78 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",97,Yes,87,No,817,No,38,No,10,720,59,730,49,779
ek.n.ib.en.ad.AN.72,Double Digit Addition - With Carry (Add),Add 53 and 17,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",70,Yes,60,No,610,No,28,No,10,540,42,550,32,582
ek.n.ib.en.ad.AN.73,Double Digit Addition - With Carry (Add),Add 29 and 46,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",75,Yes,65,No,615,No,44,No,10,540,31,550,21,571
ek.n.ib.en.ad.AN.74,Double Digit Addition - With Carry (Add),Add 35 and 37,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",72,Yes,62,No,612,No,75,No,10,540,3,550,13,537
ek.n.ib.en.ad.AN.75,Double Digit Addition - With Carry (Add),Add 46 and 14,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",60,Yes,50,No,510,No,98,No,10,450,38,460,48,412
ek.n.ib.en.ad.AN.76,Double Digit Addition - With Carry (Add),Add 22 and 39,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",61,Yes,51,No,511,No,66,No,10,450,5,460,15,445
ek.n.ib.en.ad.AN.77,Double Digit Addition - With Carry (Add),Add 79 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",98,Yes,88,No,818,No,96,No,10,720,2,730,8,722
ek.n.ib.en.ad.AN.78,Double Digit Addition - With Carry (Add),Add 49 and 15,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",64,Yes,54,No,514,No,41,No,10,450,23,460,13,473
ek.n.ib.en.ad.AN.79,Double Digit Addition - With Carry (Add),Add 14 and 48,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",62,Yes,52,No,512,No,60,No,10,450,2,460,8,452
ek.n.ib.en.ad.AN.80,Double Digit Addition - With Carry (Add),Add 12 and 79,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",91,Yes,81,No,811,No,55,No,10,720,36,730,26,756
ek.n.ib.en.ad.AN.81,Double Digit Addition - With Carry (Add),Add 35 and 25,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",60,Yes,50,No,510,No,56,No,10,450,4,460,6,454
ek.n.ib.en.ad.AN.82,Double Digit Addition - With Carry (Add),Add 27 and 38,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",65,Yes,55,No,515,No,70,No,10,450,5,460,15,445
ek.n.ib.en.ad.AN.83,Double Digit Addition - With Carry (Add),Add 48 and 49,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",97,Yes,87,No,817,No,93,No,10,720,4,730,6,724
ek.n.ib.en.ad.AN.84,Double Digit Addition - With Carry (Add),Add 11 and 49,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",60,Yes,50,No,510,No,10,No,10,450,50,460,40,500
ek.n.ib.en.ad.AN.85,Double Digit Addition - With Carry (Add),Add 21 and 39,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",60,Yes,50,No,510,No,10,No,10,450,50,460,40,500
ek.n.ib.en.ad.AN.86,Double Digit Addition - With Carry (Add),Add 77 and 17,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",94,Yes,84,No,814,No,48,No,10,720,46,730,36,766
ek.n.ib.en.ad.AN.87,Double Digit Addition - With Carry (Add),Add 74 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",93,Yes,83,No,813,No,45,No,10,720,48,730,38,768
ek.n.ib.en.ad.AN.88,Double Digit Addition - With Carry (Add),Add 34 and 16,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",50,Yes,40,No,410,No,35,No,10,360,15,370,5,375
ek.n.ib.en.ad.AN.89,Double Digit Addition - With Carry (Add),Add 56 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",75,Yes,65,No,615,No,43,No,10,540,32,550,22,572
ek.n.ib.en.ad.AN.90,Double Digit Addition - With Carry (Add),Add 11 and 69,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",80,Yes,70,No,710,No,97,No,10,630,17,640,27,613
ek.n.ib.en.ad.AN.91,Double Digit Addition - With Carry (Add),Add 18 and 15,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",33,Yes,23,No,213,No,43,No,10,180,10,190,20,170
ek.n.ib.en.ad.AN.92,Double Digit Addition - With Carry (Add),Add 54 and 26,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",80,Yes,70,No,710,No,23,No,10,630,57,640,47,687
ek.n.ib.en.ad.AN.93,Double Digit Addition - With Carry (Add),Add 12 and 68,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",80,Yes,70,No,710,No,26,No,10,630,54,640,44,684
ek.n.ib.en.ad.AN.94,Double Digit Addition - With Carry (Add),Add 32 and 49,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",81,Yes,71,No,711,No,35,No,10,630,46,640,36,676
ek.n.ib.en.ad.AN.95,Double Digit Addition - With Carry (Add),Add 67 and 29,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",96,Yes,86,No,816,No,49,No,10,720,47,730,37,767
ek.n.ib.en.ad.AN.96,Double Digit Addition - With Carry (Add),Add 71 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",90,Yes,80,No,810,No,26,No,10,720,64,730,54,784
