identifier,objectType,tags,template,copyright,code,downloadUrl,description,language,variants,mimeType,source,posterImage,idealScreenSize,createdOn,appIcon,gradeLevel,artifactUrl,lastUpdatedOn,SYS_INTERNAL_LAST_UPDATED_ON,contentType,owner,lastUpdatedBy,visibility,os,portalOwner,mediaType,osId,ageGroup,lastPublishedBy,pkgVersion,versionKey,prevState,idealScreenDensity,s3Key,lastPublishedOn,size,lastSubmittedOn,createdBy,compatibilityLevel,domain,semanticVersion,name,publisher,status,rel:associatedTo,subject,medium,Language,collaborators,audience,creator,attributions,testCSVImportField,category,origin,languageCode,genre,theme,templateType,templateName,method,createdFor,organization,lastFlaggedOn,flaggedBy,keywords,keywordss,purpose,screenshots
org.ekstep.funtoot.common,Content,,,,org.ekstep.funtoot.numerals.counting,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.funtoot.common/common-plugin_1494932417795_org.ekstep.funtoot.common_17.0.ecar,common plugin,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.funtoot.common/common-plugin_1494932418185_org.ekstep.funtoot.common_17.0_spine.ecar"",""size"":260005.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_112193968356040704121/artifact/1c457eae061850b463a0554eccd56e5b_1488521527873.jpeg,normal,2017-05-16T10:36:27.751+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.funtoot.numerals.counting/artifact/91336ed98875d6591b97688b7e89a3b2_1488523394474.thumb.jpeg,Grade 1::Grade 2::Grade 3::Grade 4::Grade 5,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.funtoot.common/artifact/org.ekstep.funtoot.common-1.0_457_1494930943_1494930987945.zip,2017-05-16T10:37:05.315+0000,2017-06-02T14:11:39.936+0000,Plugin,funtoot,464,Default,All,449,content,org.ekstep.quiz.app,5-6::6-7::7-8::8-10,464,17.0,1496412699936,Review,hdpi,ecar_files/org.ekstep.funtoot.common/common-plugin_1494932417795_org.ekstep.funtoot.common_17.0.ecar,2017-05-16T11:00:17.794+0000,2128455.0,,449,1,numeracy,1.0,common plugin,funtoot,Live,"C7,C8,C6",,,,457::452::459,Learner,Ram Jayaraman,,1.0,learning::math,,,,,,,,,,,,,,,
org.ekstep.funtoot.numerals.grid,Content,,,,com.ekstep.funtoot.numerals.grid,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.funtoot.numerals.grid/com.ekstep.funtoot.numerals.grid_1489135183592_org.ekstep.funtoot.numerals.grid_2.0.ecar,com.ekstep.funtoot.numerals.grid,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.funtoot.numerals.grid/com.ekstep.funtoot.numerals.grid_1489135183789_org.ekstep.funtoot.numerals.grid_2.0_spine.ecar"",""size"":50310.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_1121969092910694401106/artifact/13208e7469601e0a2efa9800dc0d886d_1488880528720.jpeg,normal,2017-03-03T06:18:26.409+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.funtoot.numerals.grid/artifact/13208e7469601e0a2efa9800dc0d886d_1488880528720.thumb.jpeg,Grade 1,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.funtoot.numerals.grid/artifact/org.ekstep.funtoot.numerals.grid-1.0_449_1489134930_1489134980928.zip,2017-03-10T08:36:30.481+0000,2017-06-02T14:11:40.188+0000,Plugin,,452,Default,All,449,content,org.ekstep.quiz.app,5-6,452,2.0,1496412700188,Review,hdpi,ecar_files/org.ekstep.funtoot.numerals.grid/com.ekstep.funtoot.numerals.grid_1489135183592_org.ekstep.funtoot.numerals.grid_2.0.ecar,2017-03-10T08:39:43.590+0000,53118.0,,449,1,numeracy,1.0,com.ekstep.funtoot.numerals.grid,,Live,"C8,C6,C7",,,,,,,,,,,,,,,,,,,,,,,,
org.ekstep.funtoot.numerals.counting,Content,,,,org.ekstep.funtoot.numerals.counting,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.funtoot.numerals.counting/numerals-counting_1494507706500_org.ekstep.funtoot.numerals.counting_15.0.ecar,funtoot Numerals Counting  Plugin for Cardinal and Ordinal numbers worksheets,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.funtoot.numerals.counting/numerals-counting_1494507706795_org.ekstep.funtoot.numerals.counting_15.0_spine.ecar"",""size"":261167.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_112193983647309824137/artifact/91336ed98875d6591b97688b7e89a3b2_1488523394474.jpeg,normal,2017-05-11T09:59:28.975+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.funtoot.numerals.counting/artifact/91336ed98875d6591b97688b7e89a3b2_1488523394474.thumb.jpeg,Grade 1::Grade 2::Grade 3::Grade 4::Grade 5,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.funtoot.numerals.counting/artifact/org.ekstep.funtoot.numerals.counting-1.0_457_1494227188_1494227223914.zip,2017-05-11T09:59:39.508+0000,2017-06-02T14:11:40.700+0000,Plugin,funtoot,464,Default,All,449,content,org.ekstep.quiz.app,5-6::6-7::7-8::8-10,464,15.0,1496412700700,Review,hdpi,ecar_files/org.ekstep.funtoot.numerals.counting/numerals-counting_1494507706500_org.ekstep.funtoot.numerals.counting_15.0.ecar,2017-05-11T13:01:46.498+0000,307469.0,,449,1,numeracy,1.0,Numerals Counting,funtoot,Live,C6,,,,457::452::459,,Ram Jayaraman,,1.0,learning::math,,,,,,,,,,,,,,,
test,Content,,,,test,,test,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-03-06T11:10:38.437+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_112196238045093888154/artifact/fcfe6d6fb0f878371684ef618794a446_1488798589768.jpeg,Grade 1,,2017-03-06T11:11:21.001+0000,2017-06-02T14:11:42.427+0000,Plugin,,80,Default,All,80,content,org.ekstep.quiz.app,5-6,,,1496412702427,,hdpi,,,,,80,1.0,literacy,,test,,Draft,LO17,,,,,,,,,,,,,,,,,,,,,,,,
org.ekstep.helloworld-widget,Content,,,,org.ekstep.helloworld-widget,,Hello World Widget  Plugin Discription,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-03-07T05:50:00.954+0000,,Grade 1,,2017-03-07T05:50:00.954+0000,2017-06-02T14:11:45.199+0000,Plugin,EkStep,,Default,All,EkStep,content,org.ekstep.quiz.app,5-6,,,1496412705199,,hdpi,,,,,EkStep,1.0,,,Hello World Widget Plugin,,Draft,,,,,,,,,,,,,,,,,,,,,,,,,
org.ekstep.flashcard2,Content,,,,org.ekstep.flashcard2,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.flashcard2/flashcard_new_1489404499947_org.ekstep.flashcard2_14.0.ecar,Flashcard_new,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.flashcard2/flashcard_new_1489404500088_org.ekstep.flashcard2_14.0_spine.ecar"",""size"":51126.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_11219634508796723211/artifact/209c1be808749145db9a81596f12493b_1488811656301.jpeg,normal,2017-03-07T08:06:03.333+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.flashcard2/artifact/209c1be808749145db9a81596f12493b_1488811656301.thumb.jpeg,Grade 1,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.flashcard2/artifact/org.ekstep.flashcard2-1.0_333_1489404149_1489404218358.zip,2017-03-21T07:02:35.282+0000,2017-06-02T14:11:45.693+0000,Plugin,Daipayan Roy,333,Default,All,333,content,org.ekstep.quiz.app,5-6,343,14.0,1496412705693,Review,hdpi,ecar_files/org.ekstep.flashcard2/flashcard_new_1489404499947_org.ekstep.flashcard2_14.0.ecar,2017-03-13T11:28:19.947+0000,59433.0,,333,1,literacy,1.0,Flashcard_new,,Draft,"LO37,LO1",,,,,,,,1.0,,,,,,,,,,,,,,,,
com.ekstep.funtoot.numerals.grid,Content,,,,com.ekstep.funtoot.numerals.grid,,com.ekstep.funtoot.numerals.grid,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-03-07T09:56:11.882+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_1121969092910694401106/artifact/13208e7469601e0a2efa9800dc0d886d_1488880528720.jpeg,Grade 1,,2017-03-07T10:22:18.445+0000,2017-06-02T14:11:47.302+0000,Plugin,,449,Default,All,449,content,org.ekstep.quiz.app,5-6,,,1496412707302,,hdpi,,,,,449,1.0,numeracy,,com.ekstep.funtoot.numerals.grid,,Draft,"C7,C6,C8",,,,,,,,,,,,,,,,,,,,,,,,
com.chetansachdev.hollowcircle,Content,,,,com.chetansachdev.hollowcircle,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/com.chetansachdev.hollowcircle/com.chetansachdev.hollowcircle_1489402707826_com.chetansachdev.hollowcircle_1.0.ecar,com.chetansachdev.hollowcircle plugin,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/com.chetansachdev.hollowcircle/com.chetansachdev.hollowcircle_1489402708043_com.chetansachdev.hollowcircle_1.0_spine.ecar"",""size"":820.0}}",application/vnd.ekstep.plugin-archive,,,normal,2017-03-13T10:55:07.730+0000,,Grade 1,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/com.chetansachdev.hollowcircle/artifact/archive_395_1489402454_1489402507886.zip,2017-03-13T10:55:33.353+0000,2017-06-02T14:11:55.142+0000,Plugin,,460,Default,All,395,content,org.ekstep.quiz.app,5-6,460,1.0,1496412715142,Review,hdpi,ecar_files/com.chetansachdev.hollowcircle/com.chetansachdev.hollowcircle_1489402707826_com.chetansachdev.hollowcircle_1.0.ecar,2017-03-13T10:58:27.823+0000,2956.0,,395,1,literacy,1.0,com.chetansachdev.hollowcircle,,Live,LO17,,,,,,,,1.0,,,,,,,,,,,,,,,,
org.ekstep.simpletimer,Content,,,,org.ekstep.simpletimer,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.simpletimer/simpletimer_1494313581261_org.ekstep.simpletimer_7.0.ecar,simpleTimer,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.simpletimer/simpletimer_1494313581417_org.ekstep.simpletimer_7.0_spine.ecar"",""size"":10838.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_10097608/artifact/a1ef817cf3b63d2942bb4f1670eb99cc_1482993285188.jpeg,normal,2017-05-09T05:01:59.888+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.simpletimer/artifact/a1ef817cf3b63d2942bb4f1670eb99cc_1482993285188.thumb.jpeg,Grade 1,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.simpletimer/artifact/org.ekstep.simpletimer-1.0_433_1494313478_1494313522494.zip,2017-05-09T07:05:34.170+0000,2017-06-02T14:11:56.112+0000,Plugin,srivathsa,436,Default,All,200,content,org.ekstep.quiz.app,5-6,436,7.0,1496412716112,Review,hdpi,ecar_files/org.ekstep.simpletimer/simpletimer_1494313581261_org.ekstep.simpletimer_7.0.ecar,2017-05-09T07:06:21.251+0000,17121.0,,200,1,literacy,1.0,SimpleTimer,,Live,LO17,,,,433,,Srivathsa Dhanraj,,1.0,,,,,,,,,,,,,,,,
org.ekstep.funtoot.skipcounting,Content,,,,org.ekstep.funtoot.skipcounting,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.funtoot.skipcounting/skip-counting_1494507499094_org.ekstep.funtoot.skipcounting_10.0.ecar,"Identify the missing numbers in sequence with skip of 2,3,...,10",English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.funtoot.skipcounting/skip-counting_1494507499249_org.ekstep.funtoot.skipcounting_10.0_spine.ecar"",""size"":50440.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_1121969140298055681112/artifact/065181912672d5754392d144314c1253_1488881107170.jpeg,normal,2017-05-11T10:01:31.890+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.funtoot.skipcounting/artifact/065181912672d5754392d144314c1253_1488881107170.thumb.jpeg,Grade 1::Grade 2::Grade 3::Grade 4::Grade 5,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.funtoot.skipcounting/artifact/org.ekstep.funtoot.skipcounting-1.0_457_1494227284_1494227319880.zip,2017-05-11T11:31:43.991+0000,2017-06-02T14:11:56.686+0000,Plugin,funtoot,464,Default,All,449,content,org.ekstep.quiz.app,5-6,464,10.0,1496412716686,Review,hdpi,ecar_files/org.ekstep.funtoot.skipcounting/skip-counting_1494507499094_org.ekstep.funtoot.skipcounting_10.0.ecar,2017-05-11T12:58:19.094+0000,71929.0,,449,1,literacy,1.0,Skip Counting,,Live,LO46,,,,457::452::459,,Ram Jayaraman,,1.0,,,,,,,,,,,,,,,,
org.ekstep.funtoot.spnib,Content,,,,org.ekstep.funtoot.spnib,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.funtoot.spnib/successor-predecessor-number-in-between_1495000862145_org.ekstep.funtoot.spnib_12.0.ecar,"Identify successor, predecessor of given number, and number in between given numbers",English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.funtoot.spnib/successor-predecessor-number-in-between_1495000862453_org.ekstep.funtoot.spnib_12.0_spine.ecar"",""size"":259530.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_112194167909982208121/artifact/0669012aa9b13e1825692d28b476c766_1488545887467.jpeg,normal,2017-05-17T05:55:15.606+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.funtoot.spnib/artifact/0669012aa9b13e1825692d28b476c766_1488545887467.thumb.jpeg,Grade 1,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.funtoot.spnib/artifact/org.ekstep.funtoot.spnib-1.0_457_1495000470_1495000515731.zip,2017-05-17T05:56:17.570+0000,2017-06-02T14:11:56.932+0000,Plugin,funtoot,464,Default,All,449,content,org.ekstep.quiz.app,5-6,464,12.0,1496412716932,Review,hdpi,ecar_files/org.ekstep.funtoot.spnib/successor-predecessor-number-in-between_1495000862145_org.ekstep.funtoot.spnib_12.0.ecar,2017-05-17T06:01:02.144+0000,346550.0,,449,1,numeracy,1.0,"Successor, Predecessor, Number In Between",,Live,C6,,,,457::452::459,Learner,Ram Jayaraman,,1.0,,,,,,,,,,,,,,,,
ekstep.in.com,Content,18 march,,,ekstep.in.com,,18 march,Hindi,,application/vnd.ekstep.plugin-archive,,,normal,2017-03-18T06:45:31.893+0000,,Grade 1,,2017-03-18T06:45:31.893+0000,2017-06-02T14:11:57.172+0000,Plugin,meera,440,Default,All,440,content,org.ekstep.quiz.app,5-6,,,1496412717172,,hdpi,,,,,440,1.0,science,,18 march,,Draft,"SC2,SC4",,,,,,,,1.0,,,,,,,,,,,,,,,,
org.ekstep.common,Content,,,,org.ekstep.common,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.common/org.ekstep.common_1490191662439_org.ekstep.common_1.0.ecar,org.ekstep.common,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.common/org.ekstep.common_1490191662524_org.ekstep.common_1.0_spine.ecar"",""size"":797.0}}",application/vnd.ekstep.plugin-archive,,,normal,2017-03-22T14:05:19.638+0000,,Grade 1,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.common/artifact/archive_395_1490191456_1490191519766.zip,2017-03-22T14:05:27.907+0000,2017-06-02T14:11:57.426+0000,Plugin,Chetan Sachdev,432,Default,All,395,content,org.ekstep.quiz.app,5-6,432,1.0,1496412717426,Review,hdpi,ecar_files/org.ekstep.common/org.ekstep.common_1490191662439_org.ekstep.common_1.0.ecar,2017-03-22T14:07:42.439+0000,1513.0,,395,1,literacy,1.0,org.ekstep.common,,Live,LO17,,,,,,,,,,,,,,,,,,,,,,,,
org.ekstep.example,Content,,,,org.ekstep.example,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.example/org.ekstep.example_1490191657979_org.ekstep.example_1.0.ecar,org.ekstep.example,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.example/org.ekstep.example_1490191658167_org.ekstep.example_1.0_spine.ecar"",""size"":799.0}}",application/vnd.ekstep.plugin-archive,,,normal,2017-03-22T14:06:27.187+0000,,Grade 1,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.example/artifact/archive_395_1490191524_1490191587354.zip,2017-03-22T14:06:41.919+0000,2017-06-02T14:11:57.772+0000,Plugin,Chetan Sachdev,432,Default,All,395,content,org.ekstep.quiz.app,5-6,432,1.0,1496412717772,Review,hdpi,ecar_files/org.ekstep.example/org.ekstep.example_1490191657979_org.ekstep.example_1.0.ecar,2017-03-22T14:07:37.978+0000,2915.0,,395,1,literacy,1.0,org.ekstep.example,,Live,LO17,,,,,,,,,,,,,,,,,,,,,,,,
org.ekstep.recordandplay,Content,,,,org.ekstep.recordandplay,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.recordandplay/record-and-play-new_1491902508985_org.ekstep.recordandplay_4.0.ecar,Record and Play,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.recordandplay/record-and-play-new_1491902509161_org.ekstep.recordandplay_4.0_spine.ecar"",""size"":39721.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/14672718440711467096329587record.png,normal,2017-03-24T07:07:39.572+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.recordandplay/artifact/14672718440711467096329587record.thumb.png,Grade 1,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.recordandplay/artifact/org.ekstep.recordandplay_343_1491902464_1491902471736.zip,2017-04-11T09:21:27.000+0000,2017-06-02T14:11:58.021+0000,Plugin,Ekstep,200,Default,All,343,content,org.ekstep.quiz.app,5-6,200,4.0,1496412718021,Review,hdpi,ecar_files/org.ekstep.recordandplay/record-and-play-new_1491902508985_org.ekstep.recordandplay_4.0.ecar,2017-04-11T09:21:48.985+0000,286506.0,,343,1,literacy,1.0,Record and Play New,,Live,LO7,,,,,,,,,,,,,,,,,,,,,,,,
do_112211087141134336160,Content,test1::test2,,Meera 2017,org.ekstep.numeracy.game.3150,,Medium + subject test 1,Gujarati,,application/vnd.ekstep.plugin-archive,Web,,normal,2017-03-27T10:40:23.283+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_1121919474514739201194/artifact/2a3d3c759c1db240019827fca42e4152_1488274835445.jpeg,Kindergarten::Grade 1::Grade 2::Grade 3::Grade 4::Grade 5::Other,,2017-04-04T09:01:48.197+0000,2017-06-02T14:11:58.524+0000,Plugin,Meera,387,Default,All,387,content,org.ekstep.quiz.app,5-6::6-7::7-8::8-10::&gt;10::Other,,,1496412718524,,hdpi,,,,,387,1.0,numeracy,,Medium + subject test 1,EkStep Publication,Draft,"meth_4,meth_3,meth_7,C21,C25",Bengali,Bengali,,,,,,,,,,Picture Books::Chapter Books::Flash Cards::Serial Books::Alphabet Books::Folktales::Fiction::Non-Fiction::Poems/Rhymes::Plays::Comics::Words,Adventure::Art::Family::Funny::Geography::History::Hobby::Holidays::Life Skills::Music::Mystery::Nature::Rural::Scary::School Stories::Science::Urban,,,,,,,,,,,
org.plugin,Content,,,,org.plugin,,test plugin,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-03-29T05:01:13.715+0000,,Grade 1,,2017-04-11T06:38:15.395+0000,2017-06-02T14:11:59.051+0000,Plugin,npk,389,Default,All,389,content,org.ekstep.quiz.app,5-6,,,1496412719051,,hdpi,,,,,389,1.0,literacy,,test plugin,,Retired,LO17,,,,,,,,,,,,,,,,,,,,,,,,
do_11221238574207795217,Content,hj::io,,issues,org.ekstep.science.story.3798,,method,English,,application/vnd.ekstep.plugin-archive,hj,,normal,2017-03-29T06:42:23.906+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_1122019881150218241202/artifact/409a68fb1744e90752b71ea1ad8a5db0_1489500502345.jpeg,Grade 1::Grade 2,,2017-04-06T05:33:16.275+0000,2017-06-02T14:11:59.324+0000,Plugin,mee,440,Default,All,440,content,org.ekstep.quiz.app,5-6,,,1496412719324,,hdpi,,,,,440,1.0,science::numeracy,,method,2017,Draft,"C25,C24,C21,meth_3,meth_7,SC2,SC3",Marathi,Tamil,,,,,,,,,,Flash Cards,Adventure,worksheet,issues,,,,,,,,,
gwlplugin,Content,,,,gwlplugin,,Write a short description of your lesson,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-03-30T05:26:47.243+0000,,Grade 1,,2017-03-30T05:26:47.243+0000,2017-06-02T14:11:59.658+0000,Plugin,,473,Default,All,473,content,org.ekstep.quiz.app,5-6,,,1496412719658,,hdpi,,,,,473,1.0,science,,Untitled lesson,,Draft,SC6,,,,,,,,,,,,,,,,,,,,,,,,
do_11221308563548569611,Content,,,,org.ekstep.numeracy.story.3808,,Test,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-03-30T06:26:20.113+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_112183344918650880169/artifact/c12fe4ab2d3e42ff71f27256263135bc_1487224721545.jpeg,Grade 1,,2017-03-30T06:30:29.485+0000,2017-06-02T14:11:59.898+0000,Plugin,S,474,Default,All,474,content,org.ekstep.quiz.app,5-6,,,1496412719898,,hdpi,,,,,474,1.0,numeracy,,Don't open,,Draft,C2,,,,,,,,,,,,,,,,,,,,,,,,
do_112213265422409728130,Content,aaa::bbb,,meera,org.ekstep.numeracy.collection.3158,,30 march 2017,Gujarati,,application/vnd.ekstep.plugin-archive,asasd,,normal,2017-03-30T12:32:06.759+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_112213182919122944115/artifact/87197728c0f1dcc8187a2c42219e0311_1490867055582.jpeg,Grade 1,,2017-04-04T09:12:11.144+0000,2017-06-02T14:12:00.145+0000,Plugin,meera bugad,387,Default,All,387,content,org.ekstep.quiz.app,5-6,,,1496412720145,,hdpi,,,,,387,1.0,numeracy,,30 march 2017,meera,Draft,"meth_7,do_1121892422068142081114,C22",English,English,,,,,,,core,,,Picture Books::Chapter Books,Art,,,,,,,,,,,
do_112213268920393728133,Content,as,,,org.ekstep.numeracy.worksheet.3159,,cdvv,Hindi,,application/vnd.ekstep.plugin-archive,,,normal,2017-03-30T12:39:13.759+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_112213268660256768131/artifact/6849c7a53bab291bbddd4bb25c719f37_1490877522096.jpeg,Grade 1,,2017-04-04T09:57:57.422+0000,2017-06-02T14:12:00.387+0000,Plugin,as,387,Default,All,387,content,org.ekstep.quiz.app,5-6,,,1496412720387,,hdpi,,,,,387,1.0,numeracy,,fbgfgf,,Draft,"C26,C27",,,,,,,,,,,,,,,,,,,,,,,,
do_1122146094199275521159,Content,,,,org.ekstep.science.worksheet.3160,,as,Hindi,,application/vnd.ekstep.plugin-archive,,,normal,2017-04-01T10:06:28.956+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_1122144999162757121135/artifact/922ce02a17e1ec3d26821043ec910ff4_1491027821828.jpeg,Grade 1,,2017-04-04T09:15:26.448+0000,2017-06-02T14:12:00.689+0000,Plugin,mm,387,Default,All,387,content,org.ekstep.quiz.app,5-6,,,1496412720689,,hdpi,,,,,387,1.0,numeracy::science,,as,,Draft,"C25,C21,C24,meth_3,LM8,SC2",Malayalam,Malayalam,,,,,,,,,,,,,,,,,,,,,,
